Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z
0,0.000000E+00,0.000000E+00,0.000000E+00,5.761356E+10,4.092077E+09,0.000000E+00,1.081233E+11,3.025728E+09,0.000000E+00,1.495539E+11,2.572992E+09,0.000000E+00,2.279200E+11,2.080253E+09,0.000000E+00,7.785456E+11,1.129248E+09,0.000000E+00,1.433449E+12,8.372160E+08,0.000000E+00,2.878679E+12,5.883840E+08,0.000000E+00,4.503444E+12,4.691520E+08,0.000000E+00
86400,0.000000E+00,0.000000E+00,0.000000E+00,5.702103E+10,7.887110E+09,0.000000E+00,1.079539E+11,5.966698E+09,0.000000E+00,1.494653E+11,5.101661E+09,0.000000E+00,2.278818E+11,4.141411E+09,0.000000E+00,7.785423E+11,2.256854E+09,0.000000E+00,1.433448E+12,1.673914E+09,0.000000E+00,2.878679E+12,1.176595E+09,0.000000E+00,4.503443E+12,9.382176E+08,0.000000E+00
172800,0.000000E+00,0.000000E+00,0.000000E+00,5.612947E+10,1.138311E+10,0.000000E+00,1.076997E+11,8.822909E+09,0.000000E+00,1.493323E+11,7.586006E+09,0.000000E+00,2.278245E+11,6.183475E+09,0.000000E+00,7.785374E+11,3.382819E+09,0.000000E+00,1.433446E+12,2.510093E+09,0.000000E+00,2.878678E+12,1.764634E+09,0.000000E+00,4.503443E+12,1.407197E+09,0.000000E+00
259200,0.000000E+00,0.000000E+00,0.000000E+00,5.493585E+10,1.457706E+10,0.000000E+00,1.073607E+11,1.159419E+10,0.000000E+00,1.491550E+11,1.002603E+10,0.000000E+00,2.277482E+11,8.206445E+09,0.000000E+00,7.785308E+11,4.507142E+09,0.000000E+00,1.433444E+12,3.345754E+09,0.000000E+00,2.878677E+12,2.352499E+09,0.000000E+00,4.503443E+12,1.876090E+09,0.000000E+00
345600,0.000000E+00,0.000000E+00,0.000000E+00,5.343552E+10,1.746429E+10,0.000000E+00,1.069366E+11,1.428045E+10,0.000000E+00,1.489333E+11,1.242164E+10,0.000000E+00,2.276527E+11,1.021032E+10,0.000000E+00,7.785226E+11,5.629824E+09,0.000000E+00,1.433442E+12,4.180896E+09,0.000000E+00,2.878676E+12,2.940192E+09,0.000000E+00,4.503442E+12,2.344896E+09,0.000000E+00
432000,0.000000E+00,0.000000E+00,0.000000E+00,5.162164E+10,2.003797E+10,0.000000E+00,1.064274E+11,1.688152E+10,0.000000E+00,1.486672E+11,1.477284E+10,0.000000E+00,2.275381E+11,1.219510E+10,0.000000E+00,7.785127E+11,6.750864E+09,0.000000E+00,1.433438E+12,5.015520E+09,0.000000E+00,2.878675E+12,3.527712E+09,0.000000E+00,4.503442E+12,2.813616E+09,0.000000E+00
518400,0.000000E+00,0.000000E+00,0.000000E+00,4.948462E+10,2.228852E+10,0.000000E+00,1.058328E+11,1.939723E+10,0.000000E+00,1.483567E+11,1.707964E+10,0.000000E+00,2.274045E+11,1.416079E+10,0.000000E+00,7.785012E+11,7.870262E+09,0.000000E+00,1.433435E+12,5.849626E+09,0.000000E+00,2.878674E+12,4.115059E+09,0.000000E+00,4.503441E+12,3.282250E+09,0.000000E+00
604800,0.000000E+00,0.000000E+00,0.000000E+00,4.701125E+10,2.420271E+10,0.000000E+00,1.051526E+11,2.182732E+10,0.000000E+00,1.480017E+11,1.934194E+10,0.000000E+00,2.272517E+11,1.610738E+10,0.000000E+00,7.784881E+11,8.988019E+09,0.000000E+00,1.433431E+12,6.683213E+09,0.000000E+00,2.878673E+12,4.702234E+09,0.000000E+00,4.503441E+12,3.750797E+09,0.000000E+00
691200,0.000000E+00,0.000000E+00,0.000000E+00,4.418346E+10,2.576249E+10,0.000000E+00,1.043864E+11,2.417144E+10,0.000000E+00,1.476022E+11,2.155974E+10,0.000000E+00,2.270799E+11,1.803488E+10,0.000000E+00,7.784733E+11,1.010413E+10,0.000000E+00,1.433426E+12,7.516282E+09,0.000000E+00,2.878671E+12,5.289235E+09,0.000000E+00,4.503440E+12,4.219258E+09,0.000000E+00
777600,0.000000E+00,0.000000E+00,0.000000E+00,4.097690E+10,2.694349E+10,0.000000E+00,1.035338E+11,2.642924E+10,0.000000E+00,1.471581E+11,2.373296E+10,0.000000E+00,2.268889E+11,1.994319E+10,0.000000E+00,7.784569E+11,1.121861E+10,0.000000E+00,1.433421E+12,8.348832E+09,0.000000E+00,2.878670E+12,5.876064E+09,0.000000E+00,4.503439E+12,4.687632E+09,0.000000E+00
864000,0.000000E+00,0.000000E+00,0.000000E+00,3.735838E+10,2.771254E+10,0.000000E+00,1.025945E+11,2.860021E+10,0.000000E+00,1.466693E+11,2.586151E+10,0.000000E+00,2.266788E+11,2.183233E+10,0.000000E+00,7.784389E+11,1.233144E+10,0.000000E+00,1.433415E+12,9.180864E+09,0.000000E+00,2.878668E+12,6.462720E+09,0.000000E+00,4.503438E+12,5.155920E+09,0.000000E+00
950400,0.000000E+00,0.000000E+00,0.000000E+00,3.328194E+10,2.802367E+10,0.000000E+00,1.015678E+11,3.068384E+10,0.000000E+00,1.461359E+11,2.794539E+10,0.000000E+00,2.264495E+11,2.370228E+10,0.000000E+00,7.784192E+11,1.344263E+10,0.000000E+00,1.433409E+12,1.001238E+10,0.000000E+00,2.878666E+12,7.049203E+09,0.000000E+00,4.503437E+12,5.624122E+09,0.000000E+00
1036800,0.000000E+00,0.000000E+00,0.000000E+00,2.868209E+10,2.781138E+10,0.000000E+00,1.004531E+11,3.267942E+10,0.000000E+00,1.455576E+11,2.998443E+10,0.000000E+00,2.262010E+11,2.555306E+10,0.000000E+00,7.783978E+11,1.455218E+10,0.000000E+00,1.433402E+12,1.084337E+10,0.000000E+00,2.878663E+12,7.635514E+09,0.000000E+00,4.503436E+12,6.092237E+09,0.000000E+00
1123200,0.000000E+00,0.000000E+00,0.000000E+00,2.346146E+10,2.697831E+10,0.000000E+00,9.924953E+10,3.458618E+10,0.000000E+00,1.449344E+11,3.197854E+10,0.000000E+00,2.259333E+11,2.738465E+10,0.000000E+00,7.783748E+11,1.566009E+10,0.000000E+00,1.433395E+12,1.167385E+10,0.000000E+00,2.878661E+12,8.221651E+09,0.000000E+00,4.503435E+12,6.560266E+09,0.000000E+00
1209600,0.000000E+00,0.000000E+00,0.000000E+00,1.746573E+10,2.537015E+10,0.000000E+00,9.795621E+10,3.640317E+10,0.000000E+00,1.442662E+11,3.392764E+10,0.000000E+00,2.256465E+11,2.919707E+10,0.000000E+00,7.783502E+11,1.676635E+10,0.000000E+00,1.433387E+12,1.250381E+10,0.000000E+00,2.878658E+12,8.807616E+09,0.000000E+00,4.503433E+12,7.028208E+09,0.000000E+00
1296000,0.000000E+00,0.000000E+00,0.000000E+00,1.042568E+10,2.271767E+10,0.000000E+00,9.657208E+10,3.812936E+10,0.000000E+00,1.435528E+11,3.583155E+10,0.000000E+00,2.253404E+11,3.099030E+10,0.000000E+00,7.783239E+11,1.787098E+10,0.000000E+00,1.433379E+12,1.333325E+10,0.000000E+00,2.878656E+12,9.393408E+09,0.000000E+00,4.503432E+12,7.496064E+09,0.000000E+00
1382400,0.000000E+00,0.000000E+00,0.000000E+00,1.799940E+09,1.847949E+10,0.000000E+00,9.509602E+10,3.976361E+10,0.000000E+00,1.427941E+11,3.769019E+10,0.000000E+00,2.250152E+11,3.276435E+10,0.000000E+00,7.782960E+11,1.897396E+10,0.000000E+00,1.433370E+12,1.416217E+10,0.000000E+00,2.878653E+12,9.979027E+09,0.000000E+00,4.503430E+12,7.963834E+09,0.000000E+00
1468800,0.000000E+00,0.000000E+00,0.000000E+00,-9.699728E+09,1.136739E+10,0.000000E+00,9.352665E+10,4.130456E+10,0.000000E+00,1.419900E+11,3.950338E+10,0.000000E+00,2.246708E+11,3.451922E+10,0.000000E+00,7.782665E+11,2.007530E+10,0.000000E+00,1.433361E+12,1.499057E+10,0.000000E+00,2.878650E+12,1.056447E+10,0.000000E+00,4.503429E+12,8.431517E+09,0.000000E+00
1555200,-8.640000E+04,0.000000E+00,0.000000E+00,-2.119939E+10,-1.814400E+08,0.000000E+00,9.186250E+10,4.275072E+10,0.000000E+00,1.411402E+11,4.127095E+10,0.000000E+00,2.243073E+11,3.625491E+10,0.000000E+00,7.782353E+11,2.117500E+10,0.000000E+00,1.433351E+12,1.581846E+10,0.000000E+00,2.878646E+12,1.114975E+10,0.000000E+00,4.503427E+12,8.899114E+09,0.000000E+00
1641600,-2.592000E+05,-8.640000E+04,0.000000E+00,-3.269906E+10,-1.173027E+10,0.000000E+00,9.010184E+10,4.410037E+10,0.000000E+00,1.402446E+11,4.299264E+10,0.000000E+00,2.239244E+11,3.797133E+10,0.000000E+00,7.782025E+11,2.227306E+10,0.000000E+00,1.433341E+12,1.664582E+10,0.000000E+00,2.878643E+12,1.173485E+10,0.000000E+00,4.503426E+12,9.366624E+09,0.000000E+00
1728000,-5.184000E+05,-2.592000E+05,0.000000E+00,-4.419873E+10,-2.327910E+10,0.000000E+00,8.824269E+10,4.535153E+10,0.000000E+00,1.393029E+11,4.466828E+10,0.000000E+00,2.235223E+11,3.966849E+10,0.000000E+00,7.781680E+11,2.336947E+10,0.000000E+00,1.433330E+12,1.747267E+10,0.000000E+00,2.878639E+12,1.231978E+10,0.000000E+00,4.503424E+12,9.834048E+09,0.000000E+00
1814400,-8.640000E+05,-5.184000E+05,0.000000E+00,-5.569840E+10,-3.482793E+10,0.000000E+00,8.628288E+10,4.650204E+10,0.000000E+00,1.383149E+11,4.629761E+10,0.000000E+00,2.231010E+11,4.134637E+10,0.000000E+00,7.781319E+11,2.446425E+10,0.000000E+00,1.433318E+12,1.829900E+10,0.000000E+00,2.878635E+12,1.290453E+10,0.000000E+00,4.503422E+12,1.030139E+10,0.000000E+00
1900800,-1.296000E+06,-8.640000E+05,0.000000E+00,-6.719806E+10,-4.637676E+10,0.000000E+00,8.421990E+10,4.754938E+10,0.000000E+00,1.372804E+11,4.788029E+10,0.000000E+00,2.226603E+11,4.300500E+10,0.000000E+00,7.780941E+11,2.555738E+10,0.000000E+00,1.433306E+12,1.912481E+10,0.000000E+00,2.878631E+12,1.348911E+10,0.000000E+00,4.503420E+12,1.076864E+10,0.000000E+00
1987200,-1.814400E+06,-1.296000E+06,0.000000E+00,-7.869773E+10,-5.792558E+10,0.000000E+00,8.205100E+10,4.849079E+10,0.000000E+00,1.361989E+11,4.941605E+10,0.000000E+00,2.222004E+11,4.464426E+10,0.000000E+00,7.780547E+11,2.664887E+10,0.000000E+00,1.433294E+12,1.995011E+10,0.000000E+00,2.878627E+12,1.407352E+10,0.000000E+00,4.503418E+12,1.123580E+10,0.000000E+00
2073600,-2.419200E+06,-1.814400E+06,0.000000E+00,-9.019740E+10,-6.947441E+10,0.000000E+00,7.977298E+10,4.932308E+10,0.000000E+00,1.350702E+11,5.090455E+10,0.000000E+00,2.217212E+11,4.626418E+10,0.000000E+00,7.780137E+11,2.773872E+10,0.000000E+00,1.433281E+12,2.077488E+10,0.000000E+00,2.878623E+12,1.465776E+10,0.000000E+00,4.503416E+12,1.170288E+10,0.000000E+00
2160000,-3.110400E+06,-2.419200E+06,0.000000E+00,-1.016971E+11,-8.102324E+10,0.000000E+00,7.738229E+10,5.004271E+10,0.000000E+00,1.338939E+11,5.234544E+10,0.000000E+00,2.212225E+11,4.786474E+10,0.000000E+00,7.779710E+11,2.882693E+10,0.000000E+00,1.433267E+12,2.159914E+10,0.000000E+00,2.878618E+12,1.524182E+10,0.000000E+00,4.503413E+12,1.216987E+10,0.000000E+00
2246400,-3.888000E+06,-3.110400E+06,0.000000E+00,-1.131967E+11,-9.257207E+10,0.000000E+00,7.487488E+10,5.064561E+10,0.000000E+00,1.326696E+11,5.373838E+10,0.000000E+00,2.207046E+11,4.944594E+10,0.000000E+00,7.779267E+11,2.991349E+10,0.000000E+00,1.433253E+12,2.242287E+10,0.000000E+00,2.878614E+12,1.582572E+10,0.000000E+00,4.503411E+12,1.263678E+10,0.000000E+00
2332800,-4.752000E+06,-3.888000E+06,0.000000E+00,-1.246964E+11,-1.041209E+11,0.000000E+00,7.224616E+10,5.112720E+10,0.000000E+00,1.313969E+11,5.508294E+10,0.000000E+00,2.201672E+11,5.100771E+10,0.000000E+00,7.778807E+11,3.099842E+10,0.000000E+00,1.433239E+12,2.324609E+10,0.000000E+00,2.878609E+12,1.640943E+10,0.000000E+00,4.503409E+12,1.310360E+10,0.000000E+00
2419200,-5.702400E+06,-4.752000E+06,0.000000E+00,-1.361961E+11,-1.156697E+11,0.000000E+00,6.949095E+10,5.148230E+10,0.000000E+00,1.300754E+11,5.637868E+10,0.000000E+00,2.196103E+11,5.255004E+10,0.000000E+00,7.778331E+11,3.208170E+10,0.000000E+00,1.433224E+12,2.406879E+10,0.000000E+00,2.878604E+12,1.699298E+10,0.000000E+00,4.503406E+12,1.357033E+10,0.000000E+00
2505600,-6.739200E+06,-5.702400E+06,0.000000E+00,-1.476957E+11,-1.272186E+11,0.000000E+00,6.660329E+10,5.170496E+10,0.000000E+00,1.287046E+11,5.762508E+10,0.000000E+00,2.190340E+11,5.407292E+10,0.000000E+00,7.777839E+11,3.316334E+10,0.000000E+00,1.433208E+12,2.489098E+10,0.000000E+00,2.878599E+12,1.757635E+10,0.000000E+00,4.503403E+12,1.403698E+10,0.000000E+00
2592000,-7.862400E+06,-6.739200E+06,0.000000E+00,-1.591954E+11,-1.387674E+11,0.000000E+00,6.357627E+10,5.178825E+10,0.000000E+00,1.272839E+11,5.882164E+10,0.000000E+00,2.184382E+11,5.557628E+10,0.000000E+00,7.777330E+11,3.424334E+10,0.000000E+00,1.433192E+12,2.571264E+10,0.000000E+00,2.878593E+12,1.815955E+10,0.000000E+00,4.503401E+12,1.450354E+10,0.000000E+00
2678400,-9.072000E+06,-7.862400E+06,0.000000E+00,-1.706951E+11,-1.503162E+11,0.000000E+00,6.040193E+10,5.172422E+10,0.000000E+00,1.258128E+11,5.996773E+10,0.000000E+00,2.178229E+11,5.706012E+10,0.000000E+00,7.776804E+11,3.532170E+10,0.000000E+00,1.433176E+12,2.653379E+10,0.000000E+00,2.878588E+12,1.874258E+10,0.000000E+00,4.503398E+12,1.497001E+10,0.000000E+00
2764800,-1.036800E+07,-9.072000E+06,0.000000E+00,-1.821947E+11,-1.618650E+11,0.000000E+00,5.707095E+10,5.150356E+10,0.000000E+00,1.242906E+11,6.106277E+10,0.000000E+00,2.171879E+11,5.852434E+10,0.000000E+00,7.776263E+11,3.639842E+10,0.000000E+00,1.433159E+12,2.735441E+10,0.000000E+00,2.878582E+12,1.932543E+10,0.000000E+00,4.503395E+12,1.543640E+10,0.000000E+00
2851200,-1.175040E+07,-1.036800E+07,0.000000E+00,-1.936944E+11,-1.734139E+11,0.000000E+00,5.357236E+10,5.111528E+10,0.000000E+00,1.227167E+11,6.210613E+10,0.000000E+00,2.165333E+11,5.996894E+10,0.000000E+00,7.775704E+11,3.747349E+10,0.000000E+00,1.433141E+12,2.817452E+10,0.000000E+00,2.878576E+12,1.990812E+10,0.000000E+00,4.503392E+12,1.590270E+10,0.000000E+00
2937600,-1.321920E+07,-1.175040E+07,0.000000E+00,-2.051941E+11,-1.849627E+11,0.000000E+00,4.989310E+10,5.054633E+10,0.000000E+00,1.210904E+11,6.309706E+10,0.000000E+00,2.158591E+11,6.139385E+10,0.000000E+00,7.775130E+11,3.854693E+10,0.000000E+00,1.433123E+12,2.899411E+10,0.000000E+00,2.878570E+12,2.049062E+10,0.000000E+00,4.503389E+12,1.636891E+10,0.000000E+00
3024000,-1.477440E+07,-1.321920E+07,0.000000E+00,-2.166937E+11,-1.965115E+11,0.000000E+00,4.601745E+10,4.978100E+10,0.000000E+00,1.194110E+11,6.403484E+10,0.000000E+00,2.151651E+11,6.279906E+10,0.000000E+00,7.774539E+11,3.961872E+10,0.000000E+00,1.433104E+12,2.981318E+10,0.000000E+00,2.878564E+12,2.107296E+10,0.000000E+00,4.503386E+12,1.683504E+10,0.000000E+00
3110400,-1.641600E+07,-1.477440E+07,0.000000E+00,-2.281934E+11,-2.080604E+11,0.000000E+00,4.192633E+10,4.880019E+10,0.000000E+00,1.176775E+11,6.491863E+10,0.000000E+00,2.144514E+11,6.418449E+10,0.000000E+00,7.773932E+11,4.068887E+10,0.000000E+00,1.433085E+12,3.063174E+10,0.000000E+00,2.878558E+12,2.165512E+10,0.000000E+00,4.503383E+12,1.730108E+10,0.000000E+00
3196800,-1.814400E+07,-1.641600E+07,0.000000E+00,-2.396931E+11,-2.196092E+11,0.000000E+00,3.759596E+10,4.758013E+10,0.000000E+00,1.158892E+11,6.574755E+10,0.000000E+00,2.137178E+11,6.555012E+10,0.000000E+00,7.773308E+11,4.175738E+10,0.000000E+00,1.433065E+12,3.144977E+10,0.000000E+00,2.878551E+12,2.223711E+10,0.000000E+00,4.503380E+12,1.776704E+10,0.000000E+00
3283200,-1.995840E+07,-1.814400E+07,0.000000E+00,-2.511927E+11,-2.311580E+11,0.000000E+00,3.299637E+10,4.609086E+10,0.000000E+00,1.140451E+11,6.652066E+10,0.000000E+00,2.129644E+11,6.689589E+10,0.000000E+00,7.772668E+11,4.282425E+10,0.000000E+00,1.433045E+12,3.226729E+10,0.000000E+00,2.878544E+12,2.281893E+10,0.000000E+00,4.503376E+12,1.823291E+10,0.000000E+00
3369600,-2.185920E+07,-1.995840E+07,0.000000E+00,-2.626924E+11,-2.427068E+11,0.000000E+00,2.808868E+10,4.429348E+10,0.000000E+00,1.121441E+11,6.723691E+10,0.000000E+00,2.121911E+11,6.822170E+10,0.000000E+00,7.772011E+11,4.388947E+10,0.000000E+00,1.433024E+12,3.308429E+10,0.000000E+00,2.878537E+12,2.340058E+10,0.000000E+00,4.503373E+12,1.869869E+10,0.000000E+00
3456000,-2.384640E+07,-2.185920E+07,0.000000E+00,-2.741921E+11,-2.542557E+11,0.000000E+00,2.282121E+10,4.213633E+10,0.000000E+00,1.101852E+11,6.789519E+10,0.000000E+00,2.113977E+11,6.952755E+10,0.000000E+00,7.771338E+11,4.495306E+10,0.000000E+00,1.433003E+12,3.390077E+10,0.000000E+00,2.878530E+12,2.398205E+10,0.000000E+00,4.503369E+12,1.916438E+10,0.000000E+00
3542400,-2.592000E+07,-2.384640E+07,0.000000E+00,-2.856917E+11,-2.658045E+11,0.000000E+00,1.712279E+10,3.954822E+10,0.000000E+00,1.081670E+11,6.849429E+10,0.000000E+00,2.105844E+11,7.081335E+10,0.000000E+00,7.770648E+11,4.601500E+10,0.000000E+00,1.432981E+12,3.471673E+10,0.000000E+00,2.878523E+12,2.456335E+10,0.000000E+00,4.503366E+12,1.962999E+10,0.000000E+00
3628800,-2.808000E+07,-2.592000E+07,0.000000E+00,-2.971914E+11,-2.773533E+11,0.000000E+00,1.089171E+10,3.642745E+10,0.000000E+00,1.060884E+11,6.903291E+10,0.000000E+00,2.097509E+11,7.207903E+10,0.000000E+00,7.769942E+11,4.707530E+10,0.000000E+00,1.432959E+12,3.553217E+10,0.000000E+00,2.878516E+12,2.514447E+10,0.000000E+00,4.503362E+12,2.009552E+10,0.000000E+00
3715200,-3.032640E+07,-2.808000E+07,0.000000E+00,-3.086911E+11,-2.889022E+11,0.000000E+00,3.976422E+09,3.262248E+10,0.000000E+00,1.039480E+11,6.950966E+10,0.000000E+00,2.088971E+11,7.332448E+10,0.000000E+00,7.769220E+11,4.813396E+10,0.000000E+00,1.432936E+12,3.634710E+10,0.000000E+00,2.878508E+12,2.572543E+10,0.000000E+00,4.503358E+12,2.056095E+10,0.000000E+00
3801600,-3.265920E+07,-3.032640E+07,0.000000E+00,-3.201907E+11,-3.004510E+11,0.000000E+00,-3.854442E+09,2.790193E+10,0.000000E+00,1.017442E+11,6.992309E+10,0.000000E+00,2.080232E+11,7.454972E+10,0.000000E+00,7.768481E+11,4.919098E+10,0.000000E+00,1.432913E+12,3.716150E+10,0.000000E+00,2.878500E+12,2.630621E+10,0.000000E+00,4.503354E+12,2.102630E+10,0.000000E+00
3888000,-3.507840E+07,-3.265920E+07,0.000000E+00,-3.316904E+11,-3.119998E+11,0.000000E+00,-1.168539E+10,2.193489E+10,0.000000E+00,9.947537E+10,7.027154E+10,0.000000E+00,2.071290E+11,7.575466E+10,0.000000E+00,7.767726E+11,5.024635E+10,0.000000E+00,1.432889E+12,3.797539E+10,0.000000E+00,2.878492E+12,2.688682E+10,0.000000E+00,4.503350E+12,2.149157E+10,0.000000E+00
3974400,-3.758400E+07,-3.507840E+07,0.000000E+00,-3.431901E+11,-3.235486E+11,0.000000E+00,-1.951643E+10,1.436547E+10,0.000000E+00,9.713981E+10,7.055320E+10,0.000000E+00,2.062143E+11,7.693920E+10,0.000000E+00,7.766955E+11,5.130009E+10,0.000000E+00,1.432865E+12,3.878876E+10,0.000000E+00,2.878484E+12,2.746725E+10,0.000000E+00,4.503346E+12,2.195675E+10,0.000000E+00
4060800,-4.017600E+07,-3.758400E+07,0.000000E+00,-3.546897E+11,-3.350975E+11,0.000000E+00,-2.734755E+10,5.107709E+09,0.000000E+00,9.473556E+10,7.076618E+10,0.000000E+00,2.052792E+11,7.810327E+10,0.000000E+00,7.766167E+11,5.235218E+10,0.000000E+00,1.432840E+12,3.960161E+10,0.000000E+00,2.878476E+12,2.804751E+10,0.000000E+00,4.503342E+12,2.242184E+10,0.000000E+00
4147200,-4.285440E+07,-4.017600E+07,0.000000E+00,-3.661894E+11,-3.466463E+11,0.000000E+00,-3.517876E+10,-5.433091E+09,0.000000E+00,9.226046E+10,7.090831E+10,0.000000E+00,2.043236E+11,7.924677E+10,0.000000E+00,7.765362E+11,5.340263E+10,0.000000E+00,1.432814E+12,4.041395E+10,0.000000E+00,2.878467E+12,2.862760E+10,0.000000E+00,4.503338E+12,2.288684E+10,0.000000E+00
4233600,-4.561920E+07,-4.285440E+07,0.000000E+00,-3.776891E+11,-3.581951E+11,0.000000E+00,-4.301006E+10,-1.597398E+10,0.000000E+00,8.971217E+10,7.097725E+10,0.000000E+00,2.033472E+11,8.036963E+10,0.000000E+00,7.764542E+11,5.445144E+10,0.000000E+00,1.432788E+12,4.122576E+10,0.000000E+00,2.878459E+12,2.920752E+10,0.000000E+00,4.503334E+12,2.335176E+10,0.000000E+00
4320000,-4.847040E+07,-4.561920E+07,0.000000E+00,-3.891887E+11,-3.697440E+11,0.000000E+00,-5.084144E+10,-2.651495E+10,0.000000E+00,8.708821E+10,7.097052E+10,0.000000E+00,2.023502E+11,8.147174E+10,0.000000E+00,7.763704E+11,5.549861E+10,0.000000E+00,1.432762E+12,4.203706E+10,0.000000E+00,2.878450E+12,2.978726E+10,0.000000E+00,4.503329E+12,2.381659E+10,0.000000E+00
4406400,-5.140800E+07,-4.847040E+07,0.000000E+00,-4.006884E+11,-3.812928E+11,0.000000E+00,-5.867291E+10,-3.705601E+10,0.000000E+00,8.438579E+10,7.088532E+10,0.000000E+00,2.013323E+11,8.255304E+10,0.000000E+00,7.762851E+11,5.654413E+10,0.000000E+00,1.432735E+12,4.284783E+10,0.000000E+00,2.878441E+12,3.036684E+10,0.000000E+00,4.503325E+12,2.428134E+10,0.000000E+00
4492800,-5.443200E+07,-5.140800E+07,0.000000E+00,-4.121881E+11,-3.928416E+11,0.000000E+00,-6.650446E+10,-4.759716E+10,0.000000E+00,8.160189E+10,7.071866E+10,0.000000E+00,2.002934E+11,8.361334E+10,0.000000E+00,7.761981E+11,5.758802E+10,0.000000E+00,1.432708E+12,4.365809E+10,0.000000E+00,2.878432E+12,3.094623E+10,0.000000E+00,4.503320E+12,2.474600E+10,0.000000E+00
4579200,-5.754240E+07,-5.443200E+07,0.000000E+00,-4.236877E+11,-4.043904E+11,0.000000E+00,-7.433611E+10,-5.813839E+10,0.000000E+00,7.873307E+10,7.046706E+10,0.000000E+00,1.992335E+11,8.465256E+10,0.000000E+00,7.761094E+11,5.863026E+10,0.000000E+00,1.432680E+12,4.446783E+10,0.000000E+00,2.878422E+12,3.152546E+10,0.000000E+00,4.503315E+12,2.521057E+10,0.000000E+00
4665600,-6.073920E+07,-5.754240E+07,0.000000E+00,-4.351874E+11,-4.159393E+11,0.000000E+00,-8.216783E+10,-6.867971E+10,0.000000E+00,7.577560E+10,7.012682E+10,0.000000E+00,1.981524E+11,8.567061E+10,0.000000E+00,7.760191E+11,5.967086E+10,0.000000E+00,1.432651E+12,4.527706E+10,0.000000E+00,2.878413E+12,3.210451E+10,0.000000E+00,4.503311E+12,2.567506E+10,0.000000E+00
4752000,-6.402240E+07,-6.073920E+07,0.000000E+00,-4.466871E+11,-4.274881E+11,0.000000E+00,-8.999965E+10,-7.922111E+10,0.000000E+00,7.272533E+10,6.969378E+10,0.000000E+00,1.970500E+11,8.666741E+10,0.000000E+00,7.759272E+11,6.070982E+10,0.000000E+00,1.432622E+12,4.608576E+10,0.000000E+00,2.878403E+12,3.268339E+10,0.000000E+00,4.503306E+12,2.613946E+10,0.000000E+00
4838400,-6.739200E+07,-6.402240E+07,0.000000E+00,-4.581867E+11,-4.390369E+11,0.000000E+00,-9.783155E+10,-8.976260E+10,0.000000E+00,6.957752E+10,6.916320E+10,0.000000E+00,1.959262E+11,8.764278E+10,0.000000E+00,7.758336E+11,6.174714E+10,0.000000E+00,1.432592E+12,4.689395E+10,0.000000E+00,2.878393E+12,3.326210E+10,0.000000E+00,4.503301E+12,2.660377E+10,0.000000E+00
4924800,-7.084800E+07,-6.739200E+07,0.000000E+00,-4.696864E+11,-4.505858E+11,0.000000E+00,-1.056635E+11,-1.003042E+11,0.000000E+00,6.632689E+10,6.852980E+10,0.000000E+00,1.947809E+11,8.859663E+10,0.000000E+00,7.757384E+11,6.278282E+10,0.000000E+00,1.432562E+12,4.770161E+10,0.000000E+00,2.878383E+12,3.384063E+10,0.000000E+00,4.503296E+12,2.706800E+10,0.000000E+00
5011200,-7.439040E+07,-7.084800E+07,0.000000E+00,-4.811861E+11,-4.621346E+11,0.000000E+00,-1.134956E+11,-1.108458E+11,0.000000E+00,6.296749E+10,6.778763E+10,0.000000E+00,1.936138E+11,8.952880E+10,0.000000E+00,7.756416E+11,6.381685E+10,0.000000E+00,1.432532E+12,4.850876E+10,0.000000E+00,2.878373E+12,3.441900E+10,0.000000E+00,4.503291E+12,2.753214E+10,0.000000E+00
5097600,-7.801920E+07,-7.439040E+07,0.000000E+00,-4.926858E+11,-4.736834E+11,0.000000E+00,-1.213278E+11,-1.213876E+11,0.000000E+00,5.949256E+10,6.692993E+10,0.000000E+00,1.924251E+11,9.043920E+10,0.000000E+00,7.755431E+11,6.484925E+10,0.000000E+00,1.432501E+12,4.931539E+10,0.000000E+00,2.878363E+12,3.499718E+10,0.000000E+00,4.503286E+12,2.799619E+10,0.000000E+00
5184000,-8.173440E+07,-7.801920E+07,0.000000E+00,-5.041854E+11,-4.852322E+11,0.000000E+00,-1.291600E+11,-1.319294E+11,0.000000E+00,5.589435E+10,6.594895E+10,0.000000E+00,1.912143E+11,9.132765E+10,0.000000E+00,7.754429E+11,6.588000E+10,0.000000E+00,1.432469E+12,5.012150E+10,0.000000E+00,2.878352E+12,3.557520E+10,0.000000E+00,4.503280E+12,2.846016E+10,0.000000E+00
